,id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
108438,43af6eac88fd3aa7,"Ok 

Fine, act like that, but I'll tell you, you are going to be soooooo unlucky someday, and until then, I hope your life is filled with horrible times. Thanks for wasting other peoples time with your hundred plus deleted pages. I know you will just delete this too, so goodbye coward.",1,0,0,0,1,0
13049,228d91c0ca07e17a,"Yes, there should be criticism of Schengen.  For Americans and Canadians who want to come and teach English in Schengen countries, the Schengen Agreement is a disaster.  Where before Schengen you could renew your visitor visa by simply leaving and re-entering the country you were teaching in, now you must apply for a work permit, which is a costly and difficult process for Americans and Canadians.  Now, because of Schengen, Americans and Canadians are no longer welcome in Europe to teach English. I have heard of many well intentioned ESL teachers who were travelling between, say Germany and Czech Republic and did not have the proper 'poste Schengen' visa documentation: they were arrested by the police and forcibly stuck on a plane back to America.  No sympathy for their situation, no regard for all their belongings in their flat in Prague, no concern whatsoever: they were treated like criminals breaking the law.  This is the ugly side of Schengen: it is used to keep North Americans from teaching English Europe.  The good old days are gone, replaced with aggressive border police who are looking for ESL teachers to arrest and deport.  Many English schools in Prague, for example, are complaining bitterly against Schengen, because the companies they teach English at want Americannot BritishEnglish teachers.  Further: if you are staying over 30 days on vacation in Europe you will be treated like a criminal because of Schengen: you only get 30 days to visit Europe...then you must GET OUT: or, you must get a travel visa for every single European country you are visiting.  So, for Europeans Schengen may be nice, but for foreigners it is HORRIBLE.  I hate Schengen, and I hate the EU government in Brussels.  What a bunch of fucking assholes!!! They seem to be trying to copy George BUsh with the creation of Schengen. Fuck you EU government dickheads, we ESL teachers all hate you!!!!!!!  You ruined our jobs, our profession.  FUcking assholes.",1,0,0,0,0,0
152353,8bfd97795d565d53,"HELLO Liberal MAGGOT
Just want to let you know Rob, I'm still around, watching and putting together my plans to
deal with wikipediots, like you.  I see, from some of the others that posted on your talk page, You seemed to have develop a rather nice fan club... Tread carefully, your internet actions will have consequences.
See that dork, David, the son of Mike Kernell, Democratic State Rep from Tennessee U,see here and his run in with the FBI... Liberal maggots, like you ROB and your BEER AND NEW AGE GOTHEANEN DICKHEAD bud, can't win on augment, so you all have to use Chicago street thuggery and censorship, and Ratfucking  to win... You, and  your kind are thugs and Maggots... If you consider this a personal attack on you ROB, the answer is - yes.  But you use Wikipeida to personally attack others, including myself, and my friends, so I have no moral compunctions to to show you Reciprocity (social psychology) in this. Your shadow Joe.",1,0,0,0,0,0
39952,6aa3e9ce6ff73eef,Piss off you slant eyed-gook,1,0,1,0,0,0
99226,12c89af929168f6d,"Hey nigger 

Go fuck yourself and stop revering my reverts.",1,1,1,0,1,1
76327,cc55a40c9fa65cee,"""

I already added the citations that were needed. Some places said """"Citation needed"""" when there is no possible way to provide one. And note to Musicpvm (or whatever your name is), if you are such the expert on the English language then why can't you correct the crap yourself?""",1,0,0,0,0,0
139866,ec845438c0ef5b6d,being cooler than your faggot ass,1,0,1,0,1,0
94854,fd91ef6f1f3e843a,"FURTHERMORE.... I HAVE JUST VISITED RAGIB'S PAGE AND STUDIED THE DISCUSSION AREA. RAGIB IS OBVIOUSLY FROM BANGLADESH AND SEEMS TO BE A SIMILARLY PAROCHIAL CHAUVINIST EDITOR OF MANY OTHER ARTICLES, EVEN ASKING FOR UN-NECESSARY DELETIONS OF ARTICLES THAT HE DOES NOT LIKE..... AND GETTING SNUBBED FOR THE EFFORT!!",1,0,0,0,0,0
100274,18d4d21e96049ee7,"Firśt, I aṃ ģoinģ ţo ţie ŷou uṗ and keeṗ ŷou çonśçiouś durinģ ţhe folloŵinģ ṗroçeśś ţhrough ţhe uśe of aṃṃonia. Nexţ, I ŵill ṃuţilaţe ŷour ģeniţalś and forçe ŷou ţo eaţ ţheṃ. Then I ŵill çuţ off biţś of ŷour śkin and ṃake a ģlove ouţ of ţhe śkin from ŷour hand. I ŵill ţhen çuţ oṗen ŷour ģuţ and ṗull ouţ ŷour çolon. I ŵill uśe ŷour çolon for ṃaśţurbaţion, and ŵhen I am done I ŵill śhove iţ down ŷour ţhroaţ. Finally, I ŵill diśṗośe of ŷour body by deṗosiţinģ iţ in a duṃṗ ŵhere iţ belonģś.",1,0,1,1,0,0
98120,0cd3e492e00ff0c6,"Hey static, piss off because i provided proof with a link now stop changing every single edit i make you little fairy.",1,0,0,0,0,0
135440,d463eae17eed516c,"You're ridiculous 

It's obvious that you have a problem with people with money and education.  Leave the Horace Mann page alone.  You know nothing of the school whatsoever.  HM doesn't admit dirt.",1,0,0,0,0,0
10023,1a8bb213e3c7217d,"you are a twat 

I am an avid World of Warcraft fan, 

yeah that figures.

You soft headed American fuckwit",1,0,1,0,1,0
108441,43b39382b749b6e5,"Try it, see what happens.  You dickless, cum-eating faggot!",1,1,1,0,1,0
152528,8ec81f058f8b178b,i am a really big fat fag i like to jerkoff in my free time,1,0,1,0,1,0
96993,06f04b000db33dea,how is pointing out that you are ignorant a personal attack?  I didn't make this up.  It isn't your fault it is your mammy's.,1,0,0,0,1,0
136398,d9c5c4484a8d7a60,have your asshole thoroughly plunged,1,0,1,0,1,0
82953,ddf596f0d3bf4ad5,"how big 

is ur cock lol",1,0,1,0,0,0
133492,ca1eef732afa3c3e,wnobody likes you gtfo stfuithin,1,0,0,0,0,0
81729,da9a4c2faac10724,"""

Holy crap.. Lest someone mistakenly visit a talk page, expecting to read some truth and hence be confused reading this gentleman's comment and mistaking the writer for someone who knows what they're talking about, I'd just like to point out the above explanation for the word """"handicap"""" is complete bollocks. handicap has meant """"to place at a disadvantage"""" for a long long time. According to Merriam Webster, the etymology is """"Etymology:
    obsolete English handicap, a game in which forfeit money was held in a cap, from hand in cap"""", which obviously has nothing at all to do with being """"Handy with a cap"""" or even related to the disabled. Certain individuals may have a negative connotation with the use of the term, which happens merely due to the words close association with 1960's era community welfare practices, but that is an individuals choice to associate negativity with the word, not the words fault at all.  """,1,0,0,0,0,0
20643,367bd5d369a62513,", and to suggest that is flabbergastingly arrogant",1,0,0,0,0,0
86437,e72e9c7915f56b9c,"I thought I exorcised your parroting ass! Show up again when you figure out how to rub two brain cells together, and after you lose that filthy ego of yours!71.174.141.4",1,0,1,0,1,0
66120,b0ccc2ee778d32fe,"For the record, I did have a valid reason for removeing the section I did which was on the discussion portion of that page.  M1ss1ontomars2k4 is a fucking anal control freak like about a million other wikipedia members.",1,0,1,0,1,0
108787,459fa0821dda8827,"You're fighting a losing battle. This guy is a raging fanatic who oppresses all viewpoints other than his own. No rational persone questions whether Jesus lived or not. Rather, such talk is just an attempt to diminish the spiritual beliefs of others. His motive is simple and obvious. The dude you are fighting is so devoid of any spiritual life and empty inside that he feels the need to attack others to better convince himself of his own righteousness.",1,0,0,0,0,0
40108,6b089ff9720f2e9a,Haha. Go ahead. Stupid American.,1,0,1,0,1,1
27229,4805dde830503df6,I have a huge penis and I like to fuck icelantic girls in the ass.,1,0,1,0,1,1
124075,979b969e49427231,"Adming  is the one who abuses Wikipedia to force his stupid personal taste for just that one particular article.  He is an admin and tries to make just one article out of line with wikipedia standards and style.  Instead of bothering me, go ask that idiot why he tries to make Wikipedia articles inconsistent.   02:47, 27 Mar 2005 (UTC)",1,0,0,0,0,0
158196,ea3c90c397dea7de,"Lisa Williams a medium ?? 

No offense intended but are you fucking insane? Shes a hustler, psychopath, a fraud. How can you believe this shit? Are you an American?",1,0,1,0,1,0
24139,3fc539eceb1e7de8,"HEY I ASKED YOU A QUESTION AND YOU STILL HAVENT RESPONDED TO IT YET11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111 

SUCK MY FUCKING BALLS YOU FUCKING ASSHOLES72.191.164.67  MRIVERA25",1,0,1,0,1,0
36098,6076841917b2e7ea,This shit is fucking gay you need to get the right information dumb fucks,1,1,1,0,1,1
108954,4692bcc12cc3b647,"dead 
nice one dude!!",1,0,0,0,0,0
12183,20401e1d1a8982e4,"""

 Phyllis Schlafly 

All that collection of jerks do is threaten me. I tried to come and suggest improvements and I get them calling me names, claiming I misrepresent sources (I DO NOT) and threatening me if I """"misrepresent sources"""" again meaning if I speak and I'm not agreeing with them. This whole place is fucking corrupt.""",1,0,1,0,1,0
154995,b76c76ca8168d21c,"""The """"jobber"""" had a name. Rory Fox to be exact. Good to see laziness still exists. Poor Nici.. what a a prick.. 

""",1,0,0,0,0,0
104696,3018ab383ad191a4,"I just realized that Wiki is for fucking internet nerds.  Write whatever you want, its not like professors or research organizations take your babble as worth more than a pile of shit.  Dook53 is a nerd who lives in New Jersey and never went to dook.  What a pathetic loser.  Let us know if you ever get laid, dook53,  In closing, fuck you all.",1,0,1,0,0,0
